case_name,dataset,score
S50_S1197,fake_biased,0.10413635
S50_S1199,fake_biased,0.08117803
S60_S0001,fake_biased,0.053259425
S60_S0005,fake_biased,0.054606333
S60_S0012,fake_biased,0.053602412
S60_S0014,fake_biased,0.05271108
S60_S0015,fake_biased,0.053654574
S60_S0019,fake_biased,0.051948205
S60_S0020,fake_biased,0.05239258
S60_S0021,fake_biased,0.052945565
S60_S0022,fake_biased,0.052504968
S60_S0024,fake_biased,0.050660647
S60_S0030,fake_biased,0.05157715
S60_S0035,fake_biased,0.051381927
S60_S0037,fake_biased,0.054679558
S60_S0038,fake_biased,0.05293399
S60_S0043,fake_biased,0.052184016
S60_S0048,fake_biased,0.05355919
S60_S0060,fake_biased,0.051766656
S60_S0062,fake_biased,0.05192637
S60_S0064,fake_biased,0.052748427
S60_S0067,fake_biased,0.053432927
S60_S0074,fake_biased,0.05257161
S60_S0075,fake_biased,0.052285783
S60_S0078,fake_biased,0.052258004
S60_S0081,fake_biased,0.053663116
S60_S0082,fake_biased,0.051306613
S60_S0085,fake_biased,0.05089865
S60_S0086,fake_biased,0.052834332
S60_S0089,fake_biased,0.053558137
S60_S0097,fake_biased,0.053039547
S60_S0105,fake_biased,0.05373168
S60_S0106,fake_biased,0.051254153
S60_S0115,fake_biased,0.052763935
S60_S0117,fake_biased,0.05286751
S60_S0119,fake_biased,0.05266989
S60_S0123,fake_biased,0.052673165
S60_S0125,fake_biased,0.052412234
S60_S0126,fake_biased,0.054094307
S60_S0128,fake_biased,0.05232247
S60_S0129,fake_biased,0.05112308
S60_S0136,fake_biased,0.05272646
S60_S0138,fake_biased,0.05115806
S60_S0139,fake_biased,0.052653134
S60_S0150,fake_biased,0.05132455
S60_S0158,fake_biased,0.052249055
S60_S0159,fake_biased,0.05324607
S60_S0160,fake_biased,0.05515529
S60_S0162,fake_biased,0.053238157
S60_S0168,fake_biased,0.051330026
S60_S0171,fake_biased,0.05141403
S60_S0172,fake_biased,0.05331323
S60_S0173,fake_biased,0.05153414
S60_S0174,fake_biased,0.05312388
S60_S0183,fake_biased,0.052456897
S60_S0189,fake_biased,0.05320288
S60_S0194,fake_biased,0.05233751
S60_S0198,fake_biased,0.052417632
S60_S0207,fake_biased,0.050535154
S60_S0211,fake_biased,0.05334836
S60_S0213,fake_biased,0.051387247
S60_S0215,fake_biased,0.054225527
S60_S0216,fake_biased,0.05250872
S60_S0218,fake_biased,0.053095415
S60_S0220,fake_biased,0.05286076
S60_S0222,fake_biased,0.05312666
S60_S0223,fake_biased,0.050479375
S60_S0224,fake_biased,0.051646017
S60_S0233,fake_biased,0.051220134
S60_S0237,fake_biased,0.05152553
S60_S0241,fake_biased,0.05249803
S60_S0247,fake_biased,0.051331762
S60_S0257,fake_biased,0.052792992
S60_S0270,fake_biased,0.052372128
S60_S0273,fake_biased,0.05165071
S60_S0275,fake_biased,0.05315853
S60_S0279,fake_biased,0.0535243
S60_S0290,fake_biased,0.05336659
S60_S0291,fake_biased,0.053852763
S60_S0292,fake_biased,0.052478775
S60_S0297,fake_biased,0.051244587
S60_S0301,fake_biased,0.05392542
S60_S0302,fake_biased,0.05307845
S60_S0305,fake_biased,0.052369386
S60_S0321,fake_biased,0.053392775
S60_S0324,fake_biased,0.052086156
S60_S0325,fake_biased,0.052498773
S60_S0334,fake_biased,0.053173017
S60_S0335,fake_biased,0.05438712
S60_S0338,fake_biased,0.05091736
S60_S0339,fake_biased,0.05407142
S60_S0342,fake_biased,0.05317631
S60_S0350,fake_biased,0.053130984
S60_S0353,fake_biased,0.050493278
S60_S0356,fake_biased,0.05170242
S60_S0368,fake_biased,0.0548344
S60_S0379,fake_biased,0.05278195
S60_S0381,fake_biased,0.052141827
S60_S0383,fake_biased,0.053139694
S60_S0391,fake_biased,0.05234029
S60_S0392,fake_biased,0.05330656
S60_S0395,fake_biased,0.053753674
S60_S0400,fake_biased,0.053085595
S60_S0405,fake_biased,0.052439913
S60_S0407,fake_biased,0.055581372
S60_S0408,fake_biased,0.052721925
S60_S0409,fake_biased,0.052544028
S60_S0413,fake_biased,0.05496915
S60_S0415,fake_biased,0.05429163
S60_S0435,fake_biased,0.052364796
S60_S0438,fake_biased,0.051185362
S60_S0443,fake_biased,0.05241864
S60_S0446,fake_biased,0.05240771
S60_S0447,fake_biased,0.051190972
S60_S0448,fake_biased,0.05250111
S60_S0449,fake_biased,0.051597346
S60_S0452,fake_biased,0.052740015
S60_S0454,fake_biased,0.053204358
S60_S0458,fake_biased,0.05239134
S60_S0462,fake_biased,0.051445153
S60_S0475,fake_biased,0.052190468
S60_S0480,fake_biased,0.051975626
S60_S0481,fake_biased,0.053046048
S60_S0489,fake_biased,0.05346107
S60_S0490,fake_biased,0.051890004
S60_S0493,fake_biased,0.053147905
S60_S0494,fake_biased,0.05200385
S60_S0499,fake_biased,0.053576205
S60_S0502,fake_biased,0.05410387
S60_S0503,fake_biased,0.052252583
S60_S0510,fake_biased,0.05159224
S60_S0511,fake_biased,0.05282789
S60_S0512,fake_biased,0.05160964
S60_S0515,fake_biased,0.05176123
S60_S0516,fake_biased,0.05140796
S60_S0524,fake_biased,0.051825743
S60_S0526,fake_biased,0.051031053
S60_S0529,fake_biased,0.05229385
S60_S0530,fake_biased,0.053454984
S60_S0531,fake_biased,0.052162427
S60_S0532,fake_biased,0.05110509
S60_S0539,fake_biased,0.054011688
S60_S0542,fake_biased,0.050617836
S60_S0545,fake_biased,0.052424755
S60_S0547,fake_biased,0.051294677
S60_S0548,fake_biased,0.053733934
S60_S0553,fake_biased,0.052233372
S60_S0556,fake_biased,0.052719247
S60_S0557,fake_biased,0.052577082
S60_S0558,fake_biased,0.054123603
S60_S0561,fake_biased,0.05225885
S60_S0567,fake_biased,0.051599715
S60_S0568,fake_biased,0.05259661
S60_S0572,fake_biased,0.05395143
S60_S0577,fake_biased,0.05269282
S60_S0587,fake_biased,0.05267282
S60_S0590,fake_biased,0.052061945
S60_S0593,fake_biased,0.05145118
S60_S0597,fake_biased,0.05159446
S60_S0599,fake_biased,0.052914064
S60_S0603,fake_biased,0.052769948
S60_S0607,fake_biased,0.053030018
S60_S0609,fake_biased,0.05196046
S60_S0610,fake_biased,0.051854454
S60_S0613,fake_biased,0.053544797
S60_S0621,fake_biased,0.052355714
S60_S0641,fake_biased,0.05405088
S60_S0642,fake_biased,0.05187198
S60_S0643,fake_biased,0.05267704
S60_S0647,fake_biased,0.051346842
S60_S0650,fake_biased,0.05124976
S60_S0651,fake_biased,0.05489477
S60_S0654,fake_biased,0.05209081
S60_S0655,fake_biased,0.05062874
S60_S0656,fake_biased,0.052238297
S60_S0660,fake_biased,0.053788755
S60_S0664,fake_biased,0.053405896
S60_S0666,fake_biased,0.05370755
S60_S0667,fake_biased,0.051679797
S60_S0677,fake_biased,0.052663665
S60_S0682,fake_biased,0.050952863
S60_S0685,fake_biased,0.05055496
S60_S0695,fake_biased,0.052302673
S60_S0698,fake_biased,0.05138801
S60_S0700,fake_biased,0.053192526
S60_S0701,fake_biased,0.052537583
S60_S0704,fake_biased,0.051631846
S60_S0707,fake_biased,0.05262443
S60_S0709,fake_biased,0.0529575
S60_S0711,fake_biased,0.05272777
S60_S0719,fake_biased,0.053583305
S60_S0723,fake_biased,0.05259635
S60_S0724,fake_biased,0.052161686
S60_S0730,fake_biased,0.05188055
S60_S0740,fake_biased,0.054775503
S60_S0750,fake_biased,0.05259654
S60_S0751,fake_biased,0.05161983
S60_S0753,fake_biased,0.05272501
S60_S0754,fake_biased,0.052339792
S60_S0756,fake_biased,0.051222093
S60_S0759,fake_biased,0.052024726
S60_S0769,fake_biased,0.0525048
S60_S0773,fake_biased,0.051775344
S60_S0776,fake_biased,0.052577306
S60_S0777,fake_biased,0.054319117
S60_S0787,fake_biased,0.05140539
S60_S0790,fake_biased,0.053433876
S60_S0797,fake_biased,0.05060938
S60_S0804,fake_biased,0.05340966
S60_S0822,fake_biased,0.05178121
S60_S0823,fake_biased,0.05166753
S60_S0824,fake_biased,0.052403223
S60_S0829,fake_biased,0.052551992
S60_S0830,fake_biased,0.051551063
S60_S0831,fake_biased,0.051361836
S60_S0832,fake_biased,0.05361237
S60_S0836,fake_biased,0.0519581
S60_S0842,fake_biased,0.052194707
S60_S0843,fake_biased,0.050704613
S60_S0844,fake_biased,0.052374724
S60_S0854,fake_biased,0.05386811
S60_S0856,fake_biased,0.055701885
S60_S0860,fake_biased,0.051952373
S60_S0863,fake_biased,0.05183973
S60_S0864,fake_biased,0.05256884
S60_S0874,fake_biased,0.051550496
S60_S0879,fake_biased,0.052835118
S60_S0899,fake_biased,0.05588811
S60_S0909,fake_biased,0.050543074
S60_S0912,fake_biased,0.05335914
S60_S0913,fake_biased,0.05079626
S60_S0919,fake_biased,0.053232454
S60_S0927,fake_biased,0.051221445
S60_S0928,fake_biased,0.052159373
S60_S0936,fake_biased,0.05249324
S60_S0948,fake_biased,0.053377483
S60_S0951,fake_biased,0.054773085
S60_S0954,fake_biased,0.05286099
S60_S0955,fake_biased,0.05268459
S60_S0956,fake_biased,0.051371608
S60_S0966,fake_biased,0.051560666
S60_S0967,fake_biased,0.050590385
S60_S0971,fake_biased,0.054160766
S60_S0981,fake_biased,0.05400529
S60_S0982,fake_biased,0.0506203
S60_S0983,fake_biased,0.05157394
S60_S0987,fake_biased,0.0524214
S60_S0990,fake_biased,0.053248495
S60_S0991,fake_biased,0.05076178
S60_S0994,fake_biased,0.051453047
S60_S1005,fake_biased,0.05282189
S60_S1006,fake_biased,0.052659947
S60_S1009,fake_biased,0.051263124
S60_S1012,fake_biased,0.051400088
S60_S1013,fake_biased,0.054855146
S60_S1014,fake_biased,0.05281192
S60_S1016,fake_biased,0.051351614
S60_S1017,fake_biased,0.05327683
S60_S1022,fake_biased,0.052504
S60_S1023,fake_biased,0.05241965
S60_S1025,fake_biased,0.05245633
S60_S1031,fake_biased,0.050924525
S60_S1033,fake_biased,0.051553864
S60_S1042,fake_biased,0.052335277
S60_S1051,fake_biased,0.052405864
S60_S1055,fake_biased,0.052933656
S60_S1060,fake_biased,0.053056106
S60_S1063,fake_biased,0.052198444
S60_S1066,fake_biased,0.05142323
S60_S1067,fake_biased,0.052451912
S60_S1068,fake_biased,0.053000793
S60_S1073,fake_biased,0.05280161
S60_S1074,fake_biased,0.051483974
S60_S1075,fake_biased,0.05264635
S60_S1076,fake_biased,0.053723633
S60_S1080,fake_biased,0.05209268
S60_S1081,fake_biased,0.052496493
S60_S1084,fake_biased,0.052209713
S60_S1085,fake_biased,0.052023135
S60_S1086,fake_biased,0.05242474
S60_S1088,fake_biased,0.05168885
S60_S1100,fake_biased,0.05538514
S60_S1101,fake_biased,0.052364208
S60_S1102,fake_biased,0.05307236
S60_S1105,fake_biased,0.053237874
S60_S1110,fake_biased,0.052566987
S60_S1114,fake_biased,0.054554842
S60_S1118,fake_biased,0.05200752
S60_S1122,fake_biased,0.052286472
S60_S1123,fake_biased,0.052229118
S60_S1124,fake_biased,0.0531188
S60_S1127,fake_biased,0.05278267
S60_S1129,fake_biased,0.052854702
S60_S1130,fake_biased,0.05389817
S60_S1132,fake_biased,0.051437203
S60_S1135,fake_biased,0.05151007
S60_S1140,fake_biased,0.052765787
S60_S1144,fake_biased,0.052917268
S60_S1148,fake_biased,0.052700948
S60_S1149,fake_biased,0.05157844
S60_S1151,fake_biased,0.051723637
S60_S1154,fake_biased,0.052175157
S60_S1158,fake_biased,0.051956188
S60_S1160,fake_biased,0.051834155
S60_S1163,fake_biased,0.050864857
S60_S1164,fake_biased,0.05537952
S60_S1165,fake_biased,0.055255007
S60_S1167,fake_biased,0.051903497
S60_S1169,fake_biased,0.05120537
S60_S1170,fake_biased,0.050999112
S60_S1175,fake_biased,0.05213841
S60_S1177,fake_biased,0.05170193
S60_S1190,fake_biased,0.0529253
S60_S1191,fake_biased,0.0525519
S70_S0008,fake_biased,0.05059442
S70_S0009,fake_biased,0.04892417
S70_S0034,fake_biased,0.049031805
S70_S0045,fake_biased,0.049822222
S70_S0052,fake_biased,0.049432375
S70_S0056,fake_biased,0.048753012
S70_S0072,fake_biased,0.04995145
S70_S0079,fake_biased,0.051853377
S70_S0083,fake_biased,0.050405383
S70_S0090,fake_biased,0.050167266
S70_S0094,fake_biased,0.051579468
S70_S0104,fake_biased,0.049723662
S70_S0113,fake_biased,0.0490645
S70_S0142,fake_biased,0.050405
S70_S0144,fake_biased,0.050034165
S70_S0147,fake_biased,0.049809225
S70_S0161,fake_biased,0.050829347
S70_S0163,fake_biased,0.04888434
S70_S0176,fake_biased,0.04968368
S70_S0184,fake_biased,0.04906292
S70_S0188,fake_biased,0.049025398
S70_S0196,fake_biased,0.05030231
S70_S0199,fake_biased,0.049971905
S70_S0203,fake_biased,0.04986416
S70_S0204,fake_biased,0.04959076
S70_S0205,fake_biased,0.050907686
S70_S0209,fake_biased,0.051565167
S70_S0210,fake_biased,0.049434036
S70_S0214,fake_biased,0.051305167
S70_S0217,fake_biased,0.051365312
S70_S0221,fake_biased,0.04930414
S70_S0225,fake_biased,0.05229378
S70_S0227,fake_biased,0.050936542
S70_S0229,fake_biased,0.048918113
S70_S0230,fake_biased,0.05159042
S70_S0231,fake_biased,0.04979896
S70_S0232,fake_biased,0.048488062
S70_S0246,fake_biased,0.050571565
S70_S0250,fake_biased,0.049140345
S70_S0256,fake_biased,0.050142515
S70_S0263,fake_biased,0.051701978
S70_S0264,fake_biased,0.050143033
S70_S0267,fake_biased,0.052141972
S70_S0271,fake_biased,0.052485194
S70_S0272,fake_biased,0.04973558
S70_S0280,fake_biased,0.048764296
S70_S0294,fake_biased,0.049282596
S70_S0300,fake_biased,0.049837817
S70_S0306,fake_biased,0.049115483
S70_S0316,fake_biased,0.04951279
S70_S0317,fake_biased,0.05037109
S70_S0320,fake_biased,0.04936083
S70_S0328,fake_biased,0.048563465
S70_S0337,fake_biased,0.048334844
S70_S0340,fake_biased,0.051074583
S70_S0348,fake_biased,0.04978525
S70_S0357,fake_biased,0.04866249
S70_S0361,fake_biased,0.050887212
S70_S0369,fake_biased,0.051718153
S70_S0372,fake_biased,0.050020512
S70_S0374,fake_biased,0.050322164
S70_S0375,fake_biased,0.05012691
S70_S0376,fake_biased,0.050301775
S70_S0390,fake_biased,0.048684817
S70_S0397,fake_biased,0.05012238
S70_S0398,fake_biased,0.05037144
S70_S0416,fake_biased,0.05080096
S70_S0423,fake_biased,0.048615802
S70_S0426,fake_biased,0.04953413
S70_S0430,fake_biased,0.048748415
S70_S0437,fake_biased,0.05042828
S70_S0450,fake_biased,0.049744777
S70_S0456,fake_biased,0.04907153
S70_S0461,fake_biased,0.049966678
S70_S0466,fake_biased,0.048650593
S70_S0474,fake_biased,0.050636258
S70_S0477,fake_biased,0.049414564
S70_S0513,fake_biased,0.04916538
S70_S0514,fake_biased,0.051138442
S70_S0519,fake_biased,0.050790388
S70_S0522,fake_biased,0.049911223
S70_S0525,fake_biased,0.049596917
S70_S0535,fake_biased,0.049531683
S70_S0537,fake_biased,0.04940899
S70_S0546,fake_biased,0.05086476
S70_S0551,fake_biased,0.050926305
S70_S0552,fake_biased,0.049165003
S70_S0564,fake_biased,0.051824193
S70_S0565,fake_biased,0.048353452
S70_S0571,fake_biased,0.04929673
S70_S0576,fake_biased,0.04959705
S70_S0588,fake_biased,0.0507115
S70_S0600,fake_biased,0.05063705
S70_S0606,fake_biased,0.048861373
S70_S0611,fake_biased,0.049397904
S70_S0627,fake_biased,0.05069644
S70_S0628,fake_biased,0.05147297
S70_S0629,fake_biased,0.050686244
S70_S0631,fake_biased,0.049873527
S70_S0635,fake_biased,0.04955724
S70_S0636,fake_biased,0.05032614
S70_S0653,fake_biased,0.04990605
S70_S0657,fake_biased,0.050543036
S70_S0668,fake_biased,0.05040353
S70_S0692,fake_biased,0.050578434
S70_S0697,fake_biased,0.05219953
S70_S0718,fake_biased,0.051547676
S70_S0722,fake_biased,0.0500597
S70_S0727,fake_biased,0.049271975
S70_S0728,fake_biased,0.051448286
S70_S0735,fake_biased,0.04974969
S70_S0738,fake_biased,0.050947703
S70_S0741,fake_biased,0.048865337
S70_S0742,fake_biased,0.050224856
S70_S0743,fake_biased,0.048208624
S70_S0768,fake_biased,0.049878247
S70_S0771,fake_biased,0.049723875
S70_S0779,fake_biased,0.050700486
S70_S0788,fake_biased,0.050625287
S70_S0794,fake_biased,0.04928068
S70_S0807,fake_biased,0.051840294
S70_S0809,fake_biased,0.050952803
S70_S0811,fake_biased,0.05015746
S70_S0814,fake_biased,0.052263916
S70_S0834,fake_biased,0.048280064
S70_S0835,fake_biased,0.049040142
S70_S0840,fake_biased,0.049635727
S70_S0845,fake_biased,0.04993778
S70_S0850,fake_biased,0.051155444
S70_S0851,fake_biased,0.050416112
S70_S0858,fake_biased,0.051561277
S70_S0861,fake_biased,0.049975447
S70_S0862,fake_biased,0.050578587
S70_S0865,fake_biased,0.052290548
S70_S0868,fake_biased,0.04918907
S70_S0875,fake_biased,0.049616788
S70_S0876,fake_biased,0.04926083
S70_S0878,fake_biased,0.049335983
S70_S0884,fake_biased,0.04894363
S70_S0888,fake_biased,0.050867893
S70_S0894,fake_biased,0.05124931
S70_S0902,fake_biased,0.050565157
S70_S0905,fake_biased,0.04883198
S70_S0907,fake_biased,0.048524663
S70_S0916,fake_biased,0.049655795
S70_S0922,fake_biased,0.05057912
S70_S0923,fake_biased,0.048919067
S70_S0929,fake_biased,0.049194634
S70_S0932,fake_biased,0.048563156
S70_S0937,fake_biased,0.05060726
S70_S0939,fake_biased,0.051814765
S70_S0942,fake_biased,0.05116403
S70_S0943,fake_biased,0.051556706
S70_S0952,fake_biased,0.049442105
S70_S0969,fake_biased,0.05126264
S70_S0976,fake_biased,0.050314162
S70_S0984,fake_biased,0.04909116
S70_S0988,fake_biased,0.050725907
S70_S1018,fake_biased,0.0523067
S70_S1024,fake_biased,0.049792938
S70_S1035,fake_biased,0.050753348
S70_S1036,fake_biased,0.050582312
S70_S1039,fake_biased,0.051064488
S70_S1043,fake_biased,0.048587825
S70_S1046,fake_biased,0.050206136
S70_S1062,fake_biased,0.048537057
S70_S1071,fake_biased,0.05110559
S70_S1096,fake_biased,0.05039531
S70_S1108,fake_biased,0.049877286
S70_S1111,fake_biased,0.04992449
S70_S1116,fake_biased,0.050329138
S70_S1117,fake_biased,0.050506696
S70_S1134,fake_biased,0.04901031
S70_S1137,fake_biased,0.05097071
S70_S1139,fake_biased,0.05055994
S70_S1142,fake_biased,0.04846774
S70_S1147,fake_biased,0.04987882
S70_S1166,fake_biased,0.048455138
S70_S1168,fake_biased,0.049234618
S70_S1179,fake_biased,0.050188497
S70_S1181,fake_biased,0.05063789
S70_S1184,fake_biased,0.049826484
S70_S1185,fake_biased,0.050764
S70_S1198,fake_biased,0.05039527
S70_S1200,fake_biased,0.049846508
S80_S0011,fake_biased,0.049203914
S80_S0039,fake_biased,0.04959393
S80_S0092,fake_biased,0.050362036
S80_S0100,fake_biased,0.048298474
S80_S0186,fake_biased,0.048762947
S80_S0242,fake_biased,0.049245235
S80_S0309,fake_biased,0.04867666
S80_S0319,fake_biased,0.04911595
S80_S0326,fake_biased,0.048312675
S80_S0330,fake_biased,0.048398383
S80_S0332,fake_biased,0.048370987
S80_S0431,fake_biased,0.048773386
S80_S0485,fake_biased,0.048752017
S80_S0495,fake_biased,0.049063627
S80_S0500,fake_biased,0.050290927
S80_S0562,fake_biased,0.049529485
S80_S0563,fake_biased,0.049014863
S80_S0570,fake_biased,0.048437215
S80_S0575,fake_biased,0.049169425
S80_S0634,fake_biased,0.048238385
S80_S0662,fake_biased,0.048032816
S80_S0705,fake_biased,0.048710175
S80_S0763,fake_biased,0.052168157
S80_S0781,fake_biased,0.049762562
S80_S0815,fake_biased,0.048670217
S80_S0821,fake_biased,0.04966429
S80_S0827,fake_biased,0.048462592
S80_S0841,fake_biased,0.04901782
S80_S0877,fake_biased,0.05078562
S80_S0897,fake_biased,0.04856724
S80_S0921,fake_biased,0.04842822
S80_S0925,fake_biased,0.048719123
S80_S0938,fake_biased,0.04960635
S80_S0940,fake_biased,0.048284773
S80_S0946,fake_biased,0.050576508
S80_S0992,fake_biased,0.048766125
S80_S0996,fake_biased,0.048744407
S80_S1021,fake_biased,0.049767215
S80_S1040,fake_biased,0.04971035
S80_S1045,fake_biased,0.048518103
S80_S1098,fake_biased,0.048917912
S80_S1153,fake_biased,0.04873624
S90_S0127,fake_biased,0.05393682
S90_S0134,fake_biased,0.06101085
S90_S0504,fake_biased,0.5426428
S90_S0520,fake_biased,0.6538713
S90_S0758,fake_biased,0.06446954
